"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","label_gene","significance","modality"
0.00166096932171105,0.0311792373688986,0.125,0.5,1,"COL28A1",NA,"NS","transcripts"
0.0016738083811306,0.0428791607105818,0.125,0.5,1,"MMP21",NA,"NS","transcripts"
0.00174840908868098,0.138141747909434,1,1,1,"SSR4",NA,"NS","transcripts"
0.00176722290646177,-0.225191229226316,0,1,1,"HMOX1",NA,"NS","transcripts"
0.00179360386239299,-0.771100321794975,0.5,1,1,"KIR3DL2",NA,"NS","transcripts"
0.00181247253417657,-0.530811177114157,1,1,1,"GPR137B",NA,"NS","transcripts"
0.00181692016349362,0.0923394944973248,0.375,0.5,1,"PLEK2",NA,"NS","transcripts"
0.00181983054678088,0.0139184013460452,0.25,0.625,1,"MYT1",NA,"NS","transcripts"
0.00183167276664179,0.0722370226524545,0.375,0.875,1,"TICAM2",NA,"NS","transcripts"
0.00193928983140046,0.519495635927834,1,1,1,"RORA",NA,"NS","transcripts"
0.00199610257766356,0.368914919549638,1,1,1,"FRMD4B",NA,"NS","transcripts"
0.00201149589707998,0.0993121974910633,0.25,0.75,1,"NRN1",NA,"NS","transcripts"
0.00205877211169598,0.0308805019059353,0.125,0.5,1,"CKMT2",NA,"NS","transcripts"
0.00205890812293562,0.0464516664926977,0.125,0.625,1,"PLN",NA,"NS","transcripts"
0.00206412115979801,0.0415203684375118,0.125,0.625,1,"FKBP6",NA,"NS","transcripts"
0.002068049882345,0.00931388404009459,0.125,0.875,1,"C5orf58",NA,"NS","transcripts"
0.00207018149784736,0.0320759825625889,0.125,0.375,1,"SLC46A2",NA,"NS","transcripts"
0.00207828035530392,0.129757069496805,0.625,1,1,"CEP170B",NA,"NS","transcripts"
0.00209210235040109,0.010714282534702,0.125,0.625,1,"CDC42BPA",NA,"NS","transcripts"
0.00224378950096057,0.0554977059444566,0.125,0.5,1,"C16orf96",NA,"NS","transcripts"
0.00226003974344666,0.0321492108456609,0.25,0.75,1,"TLE6",NA,"NS","transcripts"
0.00227447263091122,0.190069562810137,1,1,1,"SP140L",NA,"NS","transcripts"
0.00232135163420606,0.0320058143236355,0.125,0.375,1,"ARPIN",NA,"NS","transcripts"
0.00233154809315393,0.0195932557452787,0.25,0.625,1,"HPX",NA,"NS","transcripts"
0.00244038311240196,0.239888165424941,1,1,1,"PARP8",NA,"NS","transcripts"
0.00246860124287894,0.0198304813225723,0.125,1,1,"KCNMB1",NA,"NS","transcripts"
0.00251977638365136,-0.543730915053438,1,1,1,"HLA-DMA",NA,"NS","transcripts"
0.0025457016630876,0.00792563235837829,0.125,0.625,1,"CFAP65",NA,"NS","transcripts"
0.00256957150681202,0.0168399047154297,0.125,0.75,1,"CELF6",NA,"NS","transcripts"
0.00258938820235661,0.011416125176146,0.125,0.5,1,"CD19",NA,"NS","transcripts"
0.00260161078090202,0.0115605111105554,0.25,0.625,1,"FAM133A",NA,"NS","transcripts"
0.00261177386553922,0.0340700606280535,0.25,0.625,1,"ZNF462",NA,"NS","transcripts"
0.00261599559456316,0.0159968682057481,0.25,0.375,1,"RYR2",NA,"NS","transcripts"
0.00262410934581018,0.0373767483167868,0.25,0.5,1,"TMOD1",NA,"NS","transcripts"
0.00265744889947654,0.541656445902275,1,1,1,"GTF3C1",NA,"NS","transcripts"
0.00271371035962576,0.0331240255390188,0.375,0.875,1,"CLIC2",NA,"NS","transcripts"
0.00271404391738176,0.011293830169401,0.125,0.5,1,"JCAD",NA,"NS","transcripts"
0.00275183746527358,-0.236053105228115,0.375,1,1,"TIMP2",NA,"NS","transcripts"
0.0027609202794992,-0.62257546776992,0.625,1,1,"VIPR2",NA,"NS","transcripts"
0.00282042008895996,0.37506957661282,1,1,1,"GYG1",NA,"NS","transcripts"
0.00282554325247878,0.0113817252806032,0.125,0.5,1,"ABCC3",NA,"NS","transcripts"
0.00289072120376298,-0.9762198253018,1,1,1,"ENC1",NA,"NS","transcripts"
0.0029562349514444,0.00867404139906869,0.125,0.5,1,"TEKT2",NA,"NS","transcripts"
0.00295632173240806,0.330857221930316,1,1,1,"SPART",NA,"NS","transcripts"
0.00295768800343911,0.316906390721596,0.875,1,1,"ESPN",NA,"NS","transcripts"
0.00298164969098262,0.375923012635773,1,1,1,"ABHD15",NA,"NS","transcripts"
0.00300337759529009,0.231253153551654,1,1,1,"DUSP2",NA,"NS","transcripts"
0.00302915709171192,0.00153107754229564,0.125,0.625,1,"FBXO17",NA,"NS","transcripts"
0.00305298419755145,0.0869104487588839,0.25,0.875,1,"CC2D2B",NA,"NS","transcripts"
0.00305894672557815,0.226604629036689,1,1,1,"METAP1",NA,"NS","transcripts"
0.00309547223709811,0.0540223732053846,0.125,0.625,1,"TMEM130",NA,"NS","transcripts"
0.00309638354287361,0.047243853187112,0.125,0.5,1,"KIAA0319",NA,"NS","transcripts"
0.00310505227315274,0.185698084560896,0.625,1,1,"B3GNT8",NA,"NS","transcripts"
0.00312195486239826,0.00147642725607566,0.125,0.625,1,"GPX2",NA,"NS","transcripts"
0.00313517378300956,0.280318968762987,0.875,1,1,"FXYD1",NA,"NS","transcripts"
0.00314722076260181,-0.223106785260677,1,1,1,"SPATA13",NA,"NS","transcripts"
0.00315830142831803,0.0452107164377589,0.125,0.75,1,"AIFM3",NA,"NS","transcripts"
0.00318956013800382,0.508839119146264,1,1,1,"IVNS1ABP",NA,"NS","transcripts"
0.00319776289015298,0.120324055296053,1,1,1,"RPL36AL",NA,"NS","transcripts"
0.003207723056313,0.11981397589506,0.5,1,1,"SYN1",NA,"NS","transcripts"
0.0032261026829582,0.0305465580970754,0.125,0.5,1,"C20orf203",NA,"NS","transcripts"
0.00323734492793282,0.0402072567569185,0.125,0.75,1,"ABCB4",NA,"NS","transcripts"
